phase,epoch,seed,window_size,lam,total_loss,policy_loss,value_loss,kf_loss,dyn_loss,sim_policy_loss,sim_value_loss,discounted_reward,val_sharpe
warmup_kf,5,39,10,1.0,-0.7457416951656342,0.0,0.0,-16.56354088783264,-0.7457416951656342,0.0,0.0,320.99461669921874,
warmup_kf,10,39,10,1.0,-2.356747019290924,0.0,0.0,-16.56354088783264,-2.356747019290924,0.0,0.0,320.99461669921874,
warmup_kf,15,39,10,1.0,-5.353317093849182,0.0,0.0,-16.56354088783264,-5.353317093849182,0.0,0.0,320.99461669921874,
warmup_kf,20,39,10,1.0,-9.923210334777831,0.0,0.0,-16.56354088783264,-9.923210334777831,0.0,0.0,320.99461669921874,
warmup_kf,25,39,10,1.0,-13.58977165222168,0.0,0.0,-16.56354088783264,-13.58977165222168,0.0,0.0,320.99461669921874,
warmup_kf,30,39,10,1.0,-15.480280923843384,0.0,0.0,-16.56354088783264,-15.480280923843384,0.0,0.0,320.99461669921874,
warmup_kf,35,39,10,1.0,-16.600552082061768,0.0,0.0,-16.56354088783264,-16.600552082061768,0.0,0.0,320.99461669921874,
warmup_kf,40,39,10,1.0,-17.345836639404297,0.0,0.0,-16.56354088783264,-17.345836639404297,0.0,0.0,320.99461669921874,
warmup_kf,45,39,10,1.0,-17.871787071228027,0.0,0.0,-16.56354088783264,-17.871787071228027,0.0,0.0,320.99461669921874,
warmup_kf,50,39,10,1.0,-18.2576904296875,0.0,0.0,-16.56354088783264,-18.2576904296875,0.0,0.0,320.99461669921874,
warmup_kf,55,39,10,1.0,-18.54241008758545,0.0,0.0,-16.56354088783264,-18.54241008758545,0.0,0.0,320.99461669921874,
warmup_kf,60,39,10,1.0,-18.7654616355896,0.0,0.0,-16.56354088783264,-18.7654616355896,0.0,0.0,320.99461669921874,
warmup_kf,65,39,10,1.0,-18.922509765625,0.0,0.0,-16.56354088783264,-18.922509765625,0.0,0.0,320.99461669921874,
warmup_kf,70,39,10,1.0,-19.061392498016357,0.0,0.0,-16.56354088783264,-19.061392498016357,0.0,0.0,320.99461669921874,
warmup_kf,75,39,10,1.0,-19.14805335998535,0.0,0.0,-16.56354088783264,-19.14805335998535,0.0,0.0,320.99461669921874,
warmup_kf,80,39,10,1.0,-19.234815311431884,0.0,0.0,-16.56354088783264,-19.234815311431884,0.0,0.0,320.99461669921874,
warmup_kf,85,39,10,1.0,-19.285562801361085,0.0,0.0,-16.56354088783264,-19.285562801361085,0.0,0.0,320.99461669921874,
warmup_kf,90,39,10,1.0,-19.33567895889282,0.0,0.0,-16.56354088783264,-19.33567895889282,0.0,0.0,320.99461669921874,
warmup_kf,95,39,10,1.0,-19.368009281158447,0.0,0.0,-16.56354088783264,-19.368009281158447,0.0,0.0,320.99461669921874,
warmup_dyn,5,39,10,1.0,-19.415596103668214,0.0,0.0,-16.56354088783264,-19.415596103668214,0.0,0.0,320.99461669921874,
warmup_dyn,10,39,10,1.0,-19.431306266784667,0.0,0.0,-16.56354088783264,-19.431306266784667,0.0,0.0,320.99461669921874,
warmup_dyn,15,39,10,1.0,-19.44346923828125,0.0,0.0,-16.56354088783264,-19.44346923828125,0.0,0.0,320.99461669921874,
warmup_dyn,20,39,10,1.0,-19.453042793273926,0.0,0.0,-16.56354088783264,-19.453042793273926,0.0,0.0,320.99461669921874,
warmup_dyn,25,39,10,1.0,-19.46070146560669,0.0,0.0,-16.56354088783264,-19.46070146560669,0.0,0.0,320.99461669921874,
warmup_dyn,30,39,10,1.0,-19.46698932647705,0.0,0.0,-16.56354088783264,-19.46698932647705,0.0,0.0,320.99461669921874,
warmup_dyn,35,39,10,1.0,-19.472282886505127,0.0,0.0,-16.56354088783264,-19.472282886505127,0.0,0.0,320.99461669921874,
warmup_dyn,40,39,10,1.0,-19.476878929138184,0.0,0.0,-16.56354088783264,-19.476878929138184,0.0,0.0,320.99461669921874,
warmup_dyn,45,39,10,1.0,-19.481006336212157,0.0,0.0,-16.56354088783264,-19.481006336212157,0.0,0.0,320.99461669921874,
warmup_dyn,50,39,10,1.0,-19.48481664657593,0.0,0.0,-16.56354088783264,-19.48481664657593,0.0,0.0,320.99461669921874,
warmup_dyn,55,39,10,1.0,-19.48843126296997,0.0,0.0,-16.56354088783264,-19.48843126296997,0.0,0.0,320.99461669921874,
warmup_dyn,60,39,10,1.0,-19.491940307617188,0.0,0.0,-16.56354088783264,-19.491940307617188,0.0,0.0,320.99461669921874,
warmup_dyn,65,39,10,1.0,-19.49540777206421,0.0,0.0,-16.56354088783264,-19.49540777206421,0.0,0.0,320.99461669921874,
warmup_dyn,70,39,10,1.0,-19.498861885070802,0.0,0.0,-16.56354088783264,-19.498861885070802,0.0,0.0,320.99461669921874,
warmup_dyn,75,39,10,1.0,-19.502343559265135,0.0,0.0,-16.56354088783264,-19.502343559265135,0.0,0.0,320.99461669921874,
warmup_dyn,80,39,10,1.0,-19.50586748123169,0.0,0.0,-16.56354088783264,-19.50586748123169,0.0,0.0,320.99461669921874,
warmup_dyn,85,39,10,1.0,-19.509435844421386,0.0,0.0,-16.56354088783264,-19.509435844421386,0.0,0.0,320.99461669921874,
warmup_dyn,90,39,10,1.0,-19.51305561065674,0.0,0.0,-16.56354088783264,-19.51305561065674,0.0,0.0,320.99461669921874,
warmup_dyn,95,39,10,1.0,-19.516726112365724,0.0,0.0,-16.56354088783264,-19.516726112365724,0.0,0.0,320.99461669921874,
train,5,39,10,1.0,-194.604825592041,-175.24098739624023,0.0,-16.56354088783264,-19.524388217926024,1.6054746329784393,0.0,320.9951690673828,1.716753602027893
train,10,39,10,1.0,-194.589306640625,-175.24099884033203,0.0,-16.56354088783264,-19.50889644622803,1.6059018909931182,0.0,320.9951889038086,1.7167342901229858
train,15,39,10,1.0,-194.6125,-175.24100799560546,0.0,-16.56354088783264,-19.532059574127196,1.6056619226932525,0.0,320.9952026367188,1.7166059017181396
train,20,39,10,1.0,-194.61697006225586,-175.24101791381835,0.0,-16.56354088783264,-19.536493682861327,1.605418974161148,0.0,320.99521484375,1.7167654037475586
